,index,time,GSR,shock,stims,contexts,trls_rec
9232,15261,1.272,-0.1297,0,0,1.0,3832.0
9233,15262,1.272,-0.1236,0,0,1.0,3833.0
9234,15263,1.272,-0.1251,0,0,1.0,3834.0
9235,15264,1.272,-0.1266,0,0,1.0,3835.0
9236,15265,1.272,-0.1266,0,0,1.0,3836.0
9237,15266,1.272,-0.1282,0,0,1.0,3837.0
9238,15267,1.272,-0.1282,0,0,1.0,3838.0
9239,15268,1.272,-0.1251,0,0,1.0,3839.0
9240,15269,1.272,-0.1266,0,0,1.0,3840.0
9241,15270,1.272,-0.1282,0,0,1.0,3841.0
9242,15271,1.273,-0.1282,0,0,1.0,3842.0
9243,15272,1.273,-0.1251,0,0,1.0,3843.0
9244,15273,1.273,-0.1236,0,0,1.0,3844.0
9245,15274,1.273,-0.1297,0,0,1.0,3845.0
9246,15275,1.273,-0.1221,0,0,1.0,3846.0
9247,15276,1.273,-0.1236,0,0,1.0,3847.0
9248,15277,1.273,-0.1282,0,0,1.0,3848.0
9249,15278,1.273,-0.1266,0,0,1.0,3849.0
9250,15279,1.273,-0.1236,0,0,1.0,3850.0
9251,15280,1.273,-0.1266,0,0,1.0,3851.0
9252,15281,1.273,-0.1297,0,0,1.0,3852.0
9253,15282,1.274,-0.1221,0,0,1.0,3853.0
9254,15283,1.274,-0.1266,0,0,1.0,3854.0
9255,15284,1.274,-0.1266,0,0,1.0,3855.0
9256,15285,1.274,-0.1251,0,0,1.0,3856.0
9257,15286,1.274,-0.1236,0,0,1.0,3857.0
9258,15287,1.274,-0.1266,0,0,1.0,3858.0
9259,15288,1.274,-0.1297,0,0,1.0,3859.0
9260,15289,1.274,-0.1266,0,0,1.0,3860.0
9261,15290,1.274,-0.1282,0,0,1.0,3861.0
9262,15291,1.274,-0.1297,0,0,1.0,3862.0
9263,15292,1.274,-0.1251,0,0,1.0,3863.0
9264,15293,1.274,-0.1251,0,0,1.0,3864.0
9265,15294,1.274,-0.1266,0,0,1.0,3865.0
9266,15295,1.275,-0.1266,0,0,1.0,3866.0
9267,15296,1.275,-0.1266,0,0,1.0,3867.0
9268,15297,1.275,-0.1251,0,0,1.0,3868.0
9269,15298,1.275,-0.1266,0,0,1.0,3869.0
9270,15299,1.275,-0.1251,0,0,1.0,3870.0
9271,15300,1.275,-0.1251,0,0,1.0,3871.0
9272,15301,1.275,-0.1236,0,0,1.0,3872.0
9273,15302,1.275,-0.1205,0,0,1.0,3873.0
9274,15303,1.275,-0.1221,0,0,1.0,3874.0
9275,15304,1.275,-0.1251,0,0,1.0,3875.0
9276,15305,1.275,-0.1221,0,0,1.0,3876.0
9277,15306,1.276,-0.1205,0,0,1.0,3877.0
9278,15307,1.276,-0.1266,0,0,1.0,3878.0
9279,15308,1.276,-0.1251,0,0,1.0,3879.0
9280,15309,1.276,-0.1221,0,0,1.0,3880.0
9281,15310,1.276,-0.1221,0,0,1.0,3881.0
9282,15311,1.276,-0.1251,0,0,1.0,3882.0
9283,15312,1.276,-0.1266,0,0,1.0,3883.0
9284,15313,1.276,-0.1236,0,0,1.0,3884.0
9285,15314,1.276,-0.1236,0,0,1.0,3885.0
9286,15315,1.276,-0.1205,0,0,1.0,3886.0
9287,15316,1.276,-0.1236,0,0,1.0,3887.0
9288,15317,1.276,-0.1236,0,0,1.0,3888.0
9289,15318,1.276,-0.1236,0,0,1.0,3889.0
9290,15319,1.2770000000000001,-0.1266,0,0,1.0,3890.0
9291,15320,1.2770000000000001,-0.1236,0,0,1.0,3891.0
9292,15321,1.2770000000000001,-0.1266,0,0,1.0,3892.0
9293,15322,1.2770000000000001,-0.1251,0,0,1.0,3893.0
9294,15323,1.2770000000000001,-0.1251,0,0,1.0,3894.0
9295,15324,1.2770000000000001,-0.1266,0,0,1.0,3895.0
9296,15325,1.2770000000000001,-0.1266,0,0,1.0,3896.0
9297,15326,1.2770000000000001,-0.1266,0,0,1.0,3897.0
9298,15327,1.2770000000000001,-0.1266,0,0,1.0,3898.0
9299,15328,1.2770000000000001,-0.1282,0,0,1.0,3899.0
9300,15329,1.2770000000000001,-0.1282,0,0,1.0,3900.0
9301,15330,1.278,-0.1266,0,0,1.0,3901.0
9302,15331,1.278,-0.1282,0,0,1.0,3902.0
9303,15332,1.278,-0.1251,0,0,1.0,3903.0
9304,15333,1.278,-0.1251,0,0,1.0,3904.0
9305,15334,1.278,-0.1266,0,0,1.0,3905.0
9306,15335,1.278,-0.1282,0,0,1.0,3906.0
9307,15336,1.278,-0.1251,0,0,1.0,3907.0
9308,15337,1.278,-0.1266,0,0,1.0,3908.0
9309,15338,1.278,-0.1266,0,0,1.0,3909.0
9310,15339,1.278,-0.1221,0,0,1.0,3910.0
9311,15340,1.278,-0.1266,0,0,1.0,3911.0
9312,15341,1.278,-0.1266,0,0,1.0,3912.0
9313,15342,1.278,-0.1266,0,0,1.0,3913.0
9314,15343,1.2790000000000001,-0.1297,0,0,1.0,3914.0
9315,15344,1.2790000000000001,-0.1297,0,0,1.0,3915.0
9316,15345,1.2790000000000001,-0.1282,0,0,1.0,3916.0
9317,15346,1.2790000000000001,-0.1282,0,0,1.0,3917.0
9318,15347,1.2790000000000001,-0.1297,0,0,1.0,3918.0
9319,15348,1.2790000000000001,-0.1297,0,0,1.0,3919.0
9320,15349,1.2790000000000001,-0.1266,0,0,1.0,3920.0
9321,15350,1.2790000000000001,-0.1312,0,0,1.0,3921.0
9322,15351,1.2790000000000001,-0.1312,0,0,1.0,3922.0
9323,15352,1.2790000000000001,-0.1297,0,0,1.0,3923.0
9324,15353,1.2790000000000001,-0.1297,0,0,1.0,3924.0
9325,15354,1.28,-0.1282,0,0,1.0,3925.0
9326,15355,1.28,-0.1266,0,0,1.0,3926.0
9327,15356,1.28,-0.1282,0,0,1.0,3927.0
9328,15357,1.28,-0.1266,0,0,1.0,3928.0
9329,15358,1.28,-0.1282,0,0,1.0,3929.0
9330,15359,1.28,-0.1297,0,0,1.0,3930.0
9331,15360,1.28,-0.1297,0,0,1.0,3931.0
9332,15361,1.28,-0.1282,0,0,1.0,3932.0
9333,15362,1.28,-0.1282,0,0,1.0,3933.0
9334,15363,1.28,-0.1266,0,0,1.0,3934.0
9335,15364,1.28,-0.1297,0,0,1.0,3935.0
9336,15365,1.28,-0.1282,0,0,1.0,3936.0
9337,15366,1.28,-0.1266,0,0,1.0,3937.0
9338,15367,1.281,-0.1266,0,0,1.0,3938.0
9339,15368,1.281,-0.1282,0,0,1.0,3939.0
9340,15369,1.281,-0.1297,0,0,1.0,3940.0
9341,15370,1.281,-0.1297,0,0,1.0,3941.0
9342,15371,1.281,-0.1282,0,0,1.0,3942.0
9343,15372,1.281,-0.1312,0,0,1.0,3943.0
9344,15373,1.281,-0.1282,0,0,1.0,3944.0
9345,15374,1.281,-0.1328,0,0,1.0,3945.0
9346,15375,1.281,-0.1297,0,0,1.0,3946.0
9347,15376,1.281,-0.1312,0,0,1.0,3947.0
9348,15377,1.281,-0.1328,0,0,1.0,3948.0
9349,15378,1.2819999999999998,-0.1328,0,0,1.0,3949.0
9350,15379,1.2819999999999998,-0.1312,0,0,1.0,3950.0
9351,15380,1.2819999999999998,-0.1328,0,0,1.0,3951.0
9352,15381,1.2819999999999998,-0.1282,0,0,1.0,3952.0
9353,15382,1.2819999999999998,-0.1297,0,0,1.0,3953.0
9354,15383,1.2819999999999998,-0.1297,0,0,1.0,3954.0
9355,15384,1.2819999999999998,-0.1282,0,0,1.0,3955.0
9356,15385,1.2819999999999998,-0.1282,0,0,1.0,3956.0
9357,15386,1.2819999999999998,-0.1297,0,0,1.0,3957.0
9358,15387,1.2819999999999998,-0.1328,0,0,1.0,3958.0
9359,15388,1.2819999999999998,-0.1312,0,0,1.0,3959.0
9360,15389,1.2819999999999998,-0.1282,0,0,1.0,3960.0
9361,15390,1.2819999999999998,-0.1282,0,0,1.0,3961.0
9362,15391,1.2830000000000001,-0.1312,0,0,1.0,3962.0
9363,15392,1.2830000000000001,-0.1282,0,0,1.0,3963.0
9364,15393,1.2830000000000001,-0.1297,0,0,1.0,3964.0
9365,15394,1.2830000000000001,-0.1328,0,0,1.0,3965.0
9366,15395,1.2830000000000001,-0.1297,0,0,1.0,3966.0
9367,15396,1.2830000000000001,-0.1282,0,0,1.0,3967.0
9368,15397,1.2830000000000001,-0.1297,0,0,1.0,3968.0
9369,15398,1.2830000000000001,-0.1297,0,0,1.0,3969.0
9370,15399,1.2830000000000001,-0.1297,0,0,1.0,3970.0
9371,15400,1.2830000000000001,-0.1312,0,0,1.0,3971.0
9372,15401,1.2830000000000001,-0.1312,0,0,1.0,3972.0
9373,15402,1.284,-0.1266,0,0,1.0,3973.0
9374,15403,1.284,-0.1328,0,0,1.0,3974.0
9375,15404,1.284,-0.1297,0,0,1.0,3975.0
9376,15405,1.284,-0.1312,0,0,1.0,3976.0
9377,15406,1.284,-0.1297,0,0,1.0,3977.0
9378,15407,1.284,-0.1343,0,0,1.0,3978.0
9379,15408,1.284,-0.1297,0,0,1.0,3979.0
9380,15409,1.284,-0.1297,0,0,1.0,3980.0
9381,15410,1.284,-0.1312,0,0,1.0,3981.0
9382,15411,1.284,-0.1297,0,0,1.0,3982.0
9383,15412,1.284,-0.1312,0,0,1.0,3983.0
9384,15413,1.284,-0.1297,0,0,1.0,3984.0
9385,15414,1.284,-0.1312,0,0,1.0,3985.0
9386,15415,1.285,-0.1297,0,0,1.0,3986.0
9387,15416,1.285,-0.1282,0,0,1.0,3987.0
9388,15417,1.285,-0.1312,0,0,1.0,3988.0
9389,15418,1.285,-0.1297,0,0,1.0,3989.0
9390,15419,1.285,-0.1297,0,0,1.0,3990.0
9391,15420,1.285,-0.1328,0,0,1.0,3991.0
9392,15421,1.285,-0.1328,0,0,1.0,3992.0
9393,15422,1.285,-0.1312,0,0,1.0,3993.0
9394,15423,1.285,-0.1312,0,0,1.0,3994.0
9395,15424,1.285,-0.1343,0,0,1.0,3995.0
9396,15425,1.285,-0.1328,0,0,1.0,3996.0
9397,15426,1.286,-0.1312,0,0,1.0,3997.0
9398,15427,1.286,-0.1328,0,0,1.0,3998.0
9399,15428,1.286,-0.1343,0,0,1.0,3999.0
9400,15429,1.286,-0.1328,0,0,1.0,4000.0
9401,15430,1.286,-0.1312,0,0,1.0,4001.0
9402,15431,1.286,-0.1312,0,0,1.0,4002.0
9403,15432,1.286,-0.1358,0,0,1.0,4003.0
9404,15433,1.286,-0.1343,0,0,1.0,4004.0
9405,15434,1.286,-0.1343,0,0,1.0,4005.0
9406,15435,1.286,-0.1358,0,0,1.0,4006.0
9407,15436,1.286,-0.1312,0,0,1.0,4007.0
9408,15437,1.286,-0.1343,0,0,1.0,4008.0
9409,15438,1.286,-0.1358,0,0,1.0,4009.0
9410,15439,1.287,-0.1358,0,0,1.0,4010.0
9411,15440,1.287,-0.1328,0,0,1.0,4011.0
9412,15441,1.287,-0.1328,0,0,1.0,4012.0
9413,15442,1.287,-0.1343,0,0,1.0,4013.0
9414,15443,1.287,-0.1358,0,0,1.0,4014.0
9415,15444,1.287,-0.1358,0,0,1.0,4015.0
9416,15445,1.287,-0.1343,0,0,1.0,4016.0
9417,15446,1.287,-0.1358,0,0,1.0,4017.0
9418,15447,1.287,-0.1389,0,0,1.0,4018.0
9419,15448,1.287,-0.1343,0,0,1.0,4019.0
9420,15449,1.287,-0.1358,0,0,1.0,4020.0
9421,15450,1.288,-0.1358,0,0,1.0,4021.0
9422,15451,1.288,-0.1389,0,0,1.0,4022.0
9423,15452,1.288,-0.1358,0,0,1.0,4023.0
9424,15453,1.288,-0.1404,0,0,1.0,4024.0
9425,15454,1.288,-0.1373,0,0,1.0,4025.0
9426,15455,1.288,-0.1358,0,0,1.0,4026.0
9427,15456,1.288,-0.1373,0,0,1.0,4027.0
9428,15457,1.288,-0.1373,0,0,1.0,4028.0
9429,15458,1.288,-0.1389,0,0,1.0,4029.0
9430,15459,1.288,-0.1358,0,0,1.0,4030.0
9431,15460,1.288,-0.1389,0,0,1.0,4031.0
9432,15461,1.288,-0.1373,0,0,1.0,4032.0
9433,15462,1.288,-0.1373,0,0,1.0,4033.0
9434,15463,1.2890000000000001,-0.1358,0,0,1.0,4034.0
9435,15464,1.2890000000000001,-0.1389,0,0,1.0,4035.0
9436,15465,1.2890000000000001,-0.1343,0,0,1.0,4036.0
9437,15466,1.2890000000000001,-0.1373,0,0,1.0,4037.0
9438,15467,1.2890000000000001,-0.1373,0,0,1.0,4038.0
9439,15468,1.2890000000000001,-0.1343,0,0,1.0,4039.0
9440,15469,1.2890000000000001,-0.1358,0,0,1.0,4040.0
9441,15470,1.2890000000000001,-0.1434,0,0,1.0,4041.0
9442,15471,1.2890000000000001,-0.1389,0,0,1.0,4042.0
9443,15472,1.2890000000000001,-0.1404,0,0,1.0,4043.0
9444,15473,1.2890000000000001,-0.1404,0,0,1.0,4044.0
9445,15474,1.29,-0.1465,0,0,1.0,4045.0
9446,15475,1.29,-0.1434,0,0,1.0,4046.0
9447,15476,1.29,-0.1434,0,0,1.0,4047.0
9448,15477,1.29,-0.145,0,0,1.0,4048.0
9449,15478,1.29,-0.1465,0,0,1.0,4049.0
9450,15479,1.29,-0.1495,0,0,1.0,4050.0
9451,15480,1.29,-0.14800000000000002,0,0,1.0,4051.0
9452,15481,1.29,-0.1495,0,0,1.0,4052.0
9453,15482,1.29,-0.1495,0,0,1.0,4053.0
9454,15483,1.29,-0.1495,0,0,1.0,4054.0
9455,15484,1.29,-0.1511,0,0,1.0,4055.0
9456,15485,1.29,-0.1511,0,0,1.0,4056.0
9457,15486,1.29,-0.1526,0,0,1.0,4057.0
9458,15487,1.291,-0.1526,0,0,1.0,4058.0
9459,15488,1.291,-0.1572,0,0,1.0,4059.0
9460,15489,1.291,-0.1572,0,0,1.0,4060.0
9461,15490,1.291,-0.1602,0,0,1.0,4061.0
9462,15491,1.291,-0.1602,0,0,1.0,4062.0
9463,15492,1.291,-0.1602,0,0,1.0,4063.0
9464,15493,1.291,-0.1648,0,0,1.0,4064.0
9465,15494,1.291,-0.1633,0,0,1.0,4065.0
9466,15495,1.291,-0.1648,0,0,1.0,4066.0
9467,15496,1.291,-0.1648,0,0,1.0,4067.0
9468,15497,1.291,-0.1678,0,0,1.0,4068.0
9469,15498,1.2919999999999998,-0.1678,0,0,1.0,4069.0
9470,15499,1.2919999999999998,-0.1678,0,0,1.0,4070.0
9471,15500,1.2919999999999998,-0.1694,0,0,1.0,4071.0
9472,15501,1.2919999999999998,-0.1739,0,0,1.0,4072.0
9473,15502,1.2919999999999998,-0.1694,0,0,1.0,4073.0
9474,15503,1.2919999999999998,-0.1739,0,0,1.0,4074.0
9475,15504,1.2919999999999998,-0.1755,0,0,1.0,4075.0
9476,15505,1.2919999999999998,-0.1709,0,0,1.0,4076.0
9477,15506,1.2919999999999998,-0.1724,0,0,1.0,4077.0
9478,15507,1.2919999999999998,-0.177,0,0,1.0,4078.0
9479,15508,1.2919999999999998,-0.1739,0,0,1.0,4079.0
9480,15509,1.2919999999999998,-0.1678,0,0,1.0,4080.0
9481,15510,1.2919999999999998,-0.1785,0,0,1.0,4081.0
9482,15511,1.2930000000000001,-0.1739,0,0,1.0,4082.0
9483,15512,1.2930000000000001,-0.1739,0,0,1.0,4083.0
9484,15513,1.2930000000000001,-0.1755,0,0,1.0,4084.0
9485,15514,1.2930000000000001,-0.177,0,0,1.0,4085.0
9486,15515,1.2930000000000001,-0.1801,0,0,1.0,4086.0
9487,15516,1.2930000000000001,-0.177,0,0,1.0,4087.0
9488,15517,1.2930000000000001,-0.1785,0,0,1.0,4088.0
9489,15518,1.2930000000000001,-0.1801,0,0,1.0,4089.0
9490,15519,1.2930000000000001,-0.1785,0,0,1.0,4090.0
9491,15520,1.2930000000000001,-0.177,0,0,1.0,4091.0
9492,15521,1.2930000000000001,-0.177,0,0,1.0,4092.0
9493,15522,1.294,-0.1801,0,0,1.0,4093.0
9494,15523,1.294,-0.1755,0,0,1.0,4094.0
9495,15524,1.294,-0.177,0,0,1.0,4095.0
9496,15525,1.294,-0.1739,0,0,1.0,4096.0
9497,15526,1.294,-0.1755,0,0,1.0,4097.0
9498,15527,1.294,-0.177,0,0,1.0,4098.0
9499,15528,1.294,-0.1785,0,0,1.0,4099.0
9500,15529,1.294,-0.177,0,0,1.0,4100.0
9501,15530,1.294,-0.1801,0,0,1.0,4101.0
9502,15531,1.294,-0.177,0,0,1.0,4102.0
9503,15532,1.294,-0.1755,0,0,1.0,4103.0
9504,15533,1.294,-0.1755,0,0,1.0,4104.0
9505,15534,1.294,-0.177,0,0,1.0,4105.0
9506,15535,1.295,-0.1755,0,0,1.0,4106.0
9507,15536,1.295,-0.1739,0,0,1.0,4107.0
9508,15537,1.295,-0.177,0,0,1.0,4108.0
9509,15538,1.295,-0.177,0,0,1.0,4109.0
9510,15539,1.295,-0.1724,0,0,1.0,4110.0
9511,15540,1.295,-0.1739,0,0,1.0,4111.0
9512,15541,1.295,-0.1739,0,0,1.0,4112.0
9513,15542,1.295,-0.1724,0,0,1.0,4113.0
9514,15543,1.295,-0.1709,0,0,1.0,4114.0
9515,15544,1.295,-0.1724,0,0,1.0,4115.0
9516,15545,1.295,-0.1739,0,0,1.0,4116.0
9517,15546,1.296,-0.1678,0,0,1.0,4117.0
9518,15547,1.296,-0.1724,0,0,1.0,4118.0
9519,15548,1.296,-0.1755,0,0,1.0,4119.0
9520,15549,1.296,-0.1709,0,0,1.0,4120.0
9521,15550,1.296,-0.1709,0,0,1.0,4121.0
9522,15551,1.296,-0.1709,0,0,1.0,4122.0
9523,15552,1.296,-0.1694,0,0,1.0,4123.0
9524,15553,1.296,-0.1663,0,0,1.0,4124.0
9525,15554,1.296,-0.1739,0,0,1.0,4125.0
9526,15555,1.296,-0.1709,0,0,1.0,4126.0
9527,15556,1.296,-0.1709,0,0,1.0,4127.0
9528,15557,1.296,-0.1678,0,0,1.0,4128.0
9529,15558,1.296,-0.1678,0,0,1.0,4129.0
9530,15559,1.297,-0.1663,0,0,1.0,4130.0
9531,15560,1.297,-0.1709,0,0,1.0,4131.0
9532,15561,1.297,-0.1694,0,0,1.0,4132.0
9533,15562,1.297,-0.1663,0,0,1.0,4133.0
9534,15563,1.297,-0.1724,0,0,1.0,4134.0
9535,15564,1.297,-0.1678,0,0,1.0,4135.0
9536,15565,1.297,-0.1709,0,0,1.0,4136.0
9537,15566,1.297,-0.1678,0,0,1.0,4137.0
9538,15567,1.297,-0.1678,0,0,1.0,4138.0
9539,15568,1.297,-0.1678,0,0,1.0,4139.0
9540,15569,1.297,-0.1633,0,0,1.0,4140.0
9541,15570,1.298,-0.1678,0,0,1.0,4141.0
9542,15571,1.298,-0.1694,0,0,1.0,4142.0
9543,15572,1.298,-0.1678,0,0,1.0,4143.0
9544,15573,1.298,-0.1648,0,0,1.0,4144.0
9545,15574,1.298,-0.1648,0,0,1.0,4145.0
9546,15575,1.298,-0.1663,0,0,1.0,4146.0
9547,15576,1.298,-0.1663,0,0,1.0,4147.0
9548,15577,1.298,-0.1678,0,0,1.0,4148.0
9549,15578,1.298,-0.1648,0,0,1.0,4149.0
9550,15579,1.298,-0.1663,0,0,1.0,4150.0
9551,15580,1.298,-0.1678,0,0,1.0,4151.0
9552,15581,1.298,-0.1633,0,0,1.0,4152.0
9553,15582,1.298,-0.1648,0,0,1.0,4153.0
9554,15583,1.2990000000000002,-0.1633,0,0,1.0,4154.0
9555,15584,1.2990000000000002,-0.1663,0,0,1.0,4155.0
9556,15585,1.2990000000000002,-0.1648,0,0,1.0,4156.0
9557,15586,1.2990000000000002,-0.1617,0,0,1.0,4157.0
9558,15587,1.2990000000000002,-0.1648,0,0,1.0,4158.0
9559,15588,1.2990000000000002,-0.1663,0,0,1.0,4159.0
9560,15589,1.2990000000000002,-0.1678,0,0,1.0,4160.0
9561,15590,1.2990000000000002,-0.1663,0,0,1.0,4161.0
9562,15591,1.2990000000000002,-0.1663,0,0,1.0,4162.0
9563,15592,1.2990000000000002,-0.1633,0,0,1.0,4163.0
9564,15593,1.2990000000000002,-0.1633,0,0,1.0,4164.0
9565,15594,1.3,-0.1648,0,0,1.0,4165.0
9566,15595,1.3,-0.1678,0,0,1.0,4166.0
9567,15596,1.3,-0.1602,0,0,1.0,4167.0
9568,15597,1.3,-0.1648,0,0,1.0,4168.0
9569,15598,1.3,-0.1617,0,0,1.0,4169.0
9570,15599,1.3,-0.1617,0,0,1.0,4170.0
9571,15600,1.3,-0.1633,0,0,1.0,4171.0
9572,15601,1.3,-0.1648,0,0,1.0,4172.0
9573,15602,1.3,-0.1617,0,0,1.0,4173.0
9574,15603,1.3,-0.1617,0,0,1.0,4174.0
9575,15604,1.3,-0.1648,0,0,1.0,4175.0
9576,15605,1.3,-0.1633,0,0,1.0,4176.0
9577,15606,1.3,-0.1587,0,0,1.0,4177.0
9578,15607,1.301,-0.1648,0,0,1.0,4178.0
9579,15608,1.301,-0.1617,0,0,1.0,4179.0
9580,15609,1.301,-0.1602,0,0,1.0,4180.0
9581,15610,1.301,-0.1617,0,0,1.0,4181.0
9582,15611,1.301,-0.1617,0,0,1.0,4182.0
9583,15612,1.301,-0.1587,0,0,1.0,4183.0
9584,15613,1.301,-0.1617,0,0,1.0,4184.0
9585,15614,1.301,-0.1617,0,0,1.0,4185.0
9586,15615,1.301,-0.1602,0,0,1.0,4186.0
9587,15616,1.301,-0.1617,0,0,1.0,4187.0
9588,15617,1.301,-0.1633,0,0,1.0,4188.0
9589,15618,1.3019999999999998,-0.1587,0,0,1.0,4189.0
9590,15619,1.3019999999999998,-0.1633,0,0,1.0,4190.0
9591,15620,1.3019999999999998,-0.1633,0,0,1.0,4191.0
9592,15621,1.3019999999999998,-0.1617,0,0,1.0,4192.0
9593,15622,1.3019999999999998,-0.1572,0,0,1.0,4193.0
9594,15623,1.3019999999999998,-0.1633,0,0,1.0,4194.0
9595,15624,1.3019999999999998,-0.1617,0,0,1.0,4195.0
9596,15625,1.3019999999999998,-0.1587,0,0,1.0,4196.0
9597,15626,1.3019999999999998,-0.1587,0,0,1.0,4197.0
9598,15627,1.3019999999999998,-0.1572,0,0,1.0,4198.0
9599,15628,1.3019999999999998,-0.1633,0,0,1.0,4199.0
9600,15629,1.3019999999999998,-0.1587,0,0,1.0,4200.0
9601,15630,1.3019999999999998,-0.1617,0,0,1.0,4201.0
9602,15631,1.3030000000000002,-0.1602,0,0,1.0,4202.0
9603,15632,1.3030000000000002,-0.1602,0,0,1.0,4203.0
9604,15633,1.3030000000000002,-0.1587,0,0,1.0,4204.0
9605,15634,1.3030000000000002,-0.1633,0,0,1.0,4205.0
9606,15635,1.3030000000000002,-0.1587,0,0,1.0,4206.0
9607,15636,1.3030000000000002,-0.1587,0,0,1.0,4207.0
9608,15637,1.3030000000000002,-0.1587,0,0,1.0,4208.0
9609,15638,1.3030000000000002,-0.1587,0,0,1.0,4209.0
9610,15639,1.3030000000000002,-0.1587,0,0,1.0,4210.0
9611,15640,1.3030000000000002,-0.1602,0,0,1.0,4211.0
9612,15641,1.3030000000000002,-0.1602,0,0,1.0,4212.0
9613,15642,1.304,-0.1587,0,0,1.0,4213.0
9614,15643,1.304,-0.1572,0,0,1.0,4214.0
9615,15644,1.304,-0.1587,0,0,1.0,4215.0
9616,15645,1.304,-0.1572,0,0,1.0,4216.0
9617,15646,1.304,-0.1556,0,0,1.0,4217.0
9618,15647,1.304,-0.1572,0,0,1.0,4218.0
9619,15648,1.304,-0.1587,0,0,1.0,4219.0
9620,15649,1.304,-0.1556,0,0,1.0,4220.0
9621,15650,1.304,-0.1587,0,0,1.0,4221.0
9622,15651,1.304,-0.1556,0,0,1.0,4222.0
9623,15652,1.304,-0.1572,0,0,1.0,4223.0
9624,15653,1.304,-0.1587,0,0,1.0,4224.0
9625,15654,1.304,-0.1541,0,0,1.0,4225.0
9626,15655,1.305,-0.1572,0,0,1.0,4226.0
9627,15656,1.305,-0.1587,0,0,1.0,4227.0
9628,15657,1.305,-0.1556,0,0,1.0,4228.0
9629,15658,1.305,-0.1556,0,0,1.0,4229.0
9630,15659,1.305,-0.1541,0,0,1.0,4230.0
9631,15660,1.305,-0.1572,0,0,1.0,4231.0
9632,15661,1.305,-0.1572,0,0,1.0,4232.0
9633,15662,1.305,-0.1572,0,0,1.0,4233.0
9634,15663,1.305,-0.1572,0,0,1.0,4234.0
9635,15664,1.305,-0.1572,0,0,1.0,4235.0
9636,15665,1.305,-0.1556,0,0,1.0,4236.0
9637,15666,1.306,-0.1587,0,0,1.0,4237.0
9638,15667,1.306,-0.1572,0,0,1.0,4238.0
9639,15668,1.306,-0.1572,0,0,1.0,4239.0
9640,15669,1.306,-0.1556,0,0,1.0,4240.0
9641,15670,1.306,-0.1541,0,0,1.0,4241.0
9642,15671,1.306,-0.1572,0,0,1.0,4242.0
9643,15672,1.306,-0.1587,0,0,1.0,4243.0
9644,15673,1.306,-0.1541,0,0,1.0,4244.0
9645,15674,1.306,-0.1602,0,0,1.0,4245.0
9646,15675,1.306,-0.1526,0,0,1.0,4246.0
9647,15676,1.306,-0.1556,0,0,1.0,4247.0
9648,15677,1.306,-0.1526,0,0,1.0,4248.0
9649,15678,1.306,-0.1572,0,0,1.0,4249.0
9650,15679,1.307,-0.1526,0,0,1.0,4250.0
9651,15680,1.307,-0.1526,0,0,1.0,4251.0
9652,15681,1.307,-0.1526,0,0,1.0,4252.0
9653,15682,1.307,-0.1526,0,0,1.0,4253.0
9654,15683,1.307,-0.1511,0,0,1.0,4254.0
9655,15684,1.307,-0.1556,0,0,1.0,4255.0
9656,15685,1.307,-0.1526,0,0,1.0,4256.0
9657,15686,1.307,-0.1511,0,0,1.0,4257.0
9658,15687,1.307,-0.1556,0,0,1.0,4258.0
9659,15688,1.307,-0.1511,0,0,1.0,4259.0
9660,15689,1.307,-0.1526,0,0,1.0,4260.0
9661,15690,1.308,-0.1526,0,0,1.0,4261.0
9662,15691,1.308,-0.1526,0,0,1.0,4262.0
9663,15692,1.308,-0.1526,0,0,1.0,4263.0
9664,15693,1.308,-0.1511,0,0,1.0,4264.0
9665,15694,1.308,-0.1526,0,0,1.0,4265.0
9666,15695,1.308,-0.1511,0,0,1.0,4266.0
9667,15696,1.308,-0.1526,0,0,1.0,4267.0
9668,15697,1.308,-0.1526,0,0,1.0,4268.0
9669,15698,1.308,-0.1511,0,0,1.0,4269.0
9670,15699,1.308,-0.1511,0,0,1.0,4270.0
9671,15700,1.308,-0.1541,0,0,1.0,4271.0
9672,15701,1.308,-0.1511,0,0,1.0,4272.0
9673,15702,1.308,-0.1495,0,0,1.0,4273.0
9674,15703,1.3090000000000002,-0.1511,0,0,1.0,4274.0
9675,15704,1.3090000000000002,-0.1511,0,0,1.0,4275.0
9676,15705,1.3090000000000002,-0.1511,0,0,1.0,4276.0
9677,15706,1.3090000000000002,-0.1495,0,0,1.0,4277.0
9678,15707,1.3090000000000002,-0.1495,0,0,1.0,4278.0
9679,15708,1.3090000000000002,-0.14800000000000002,0,0,1.0,4279.0
9680,15709,1.3090000000000002,-0.1526,0,0,1.0,4280.0
9681,15710,1.3090000000000002,-0.1495,0,0,1.0,4281.0
9682,15711,1.3090000000000002,-0.1526,0,0,1.0,4282.0
9683,15712,1.3090000000000002,-0.14800000000000002,0,0,1.0,4283.0
9684,15713,1.3090000000000002,-0.1495,0,0,1.0,4284.0
9685,15714,1.31,-0.1511,0,0,1.0,4285.0
9686,15715,1.31,-0.14800000000000002,0,0,1.0,4286.0
9687,15716,1.31,-0.145,0,0,1.0,4287.0
9688,15717,1.31,-0.1495,0,0,1.0,4288.0
9689,15718,1.31,-0.1495,0,0,1.0,4289.0
9690,15719,1.31,-0.1495,0,0,1.0,4290.0
