,Unnamed: 0,cntxt_num,count,mean,pt,r_num,index,context_num,context_type,context_shock,cntxt_trialnum
429,11,11,3,0.1317,68,3,67,9.0,THREAT,None,1.0
430,12,12,3,0.0188,68,3,73,10.0,SAFE,None,1.0
431,13,13,3,0.3113,68,3,79,11.0,THREAT,None,1.0
432,14,14,3,0.0748,68,3,85,12.0,SAFE,None,1.0
433,15,15,3,0.0351,68,3,91,13.0,THREAT,None,1.0
434,16,16,3,0.0137,68,3,97,14.0,SAFE,None,1.0
435,17,17,3,0.0,68,3,103,15.0,THREAT,None,1.0
436,18,18,3,0.1607,68,3,109,16.0,SAFE,None,1.0
437,0,0,3,0.0305,68,4,1,0.0,THREAT,None,1.0
438,1,1,3,0.0717,68,4,7,1.0,THREAT,None,1.0
439,2,2,3,0.1267,68,4,13,2.0,SAFE,None,1.0
440,3,3,3,0.0941,68,4,19,3.0,SAFE,None,1.0
441,4,4,3,0.1694,68,4,25,4.0,SAFE,None,1.0
442,5,5,3,0.264,68,4,31,5.0,THREAT,None,1.0
443,6,6,3,0.1205,68,4,37,6.0,THREAT,None,1.0
444,7,7,3,0.2721,68,4,43,7.0,THREAT,prior,1.0
446,9,9,3,0.2263,68,4,55,7.0,THREAT,post,1.0
447,10,10,3,0.0407,68,4,61,8.0,SAFE,None,1.0
448,11,11,3,0.3011,68,4,67,9.0,SAFE,None,1.0
449,12,12,3,0.1506,68,4,73,10.0,SAFE,None,1.0
450,13,13,3,0.1704,68,4,79,11.0,THREAT,None,1.0
451,14,14,3,0.0,68,4,85,12.0,THREAT,None,1.0
452,15,15,3,0.1734,68,4,91,13.0,SAFE,None,1.0
453,16,16,3,0.0402,68,4,97,14.0,THREAT,None,1.0
454,17,17,3,0.0148,68,4,103,15.0,SAFE,None,1.0
455,18,18,3,0.1038,68,4,109,16.0,THREAT,None,1.0
456,0,0,3,0.0554,68,5,1,0.0,THREAT,None,1.0
457,1,1,3,0.17800000000000002,68,5,7,1.0,THREAT,None,1.0
458,2,2,3,0.3413,68,5,13,2.0,SAFE,None,1.0
459,3,3,3,0.2274,68,5,19,3.0,SAFE,None,1.0
460,4,4,3,0.2304,68,5,25,4.0,SAFE,prior,1.0
462,6,6,3,0.3601,68,5,37,4.0,SAFE,post,1.0
463,7,7,3,0.4176,68,5,43,5.0,THREAT,None,1.0
464,8,8,3,0.1231,68,5,49,6.0,THREAT,None,1.0
465,9,9,3,0.1785,68,5,55,7.0,SAFE,None,1.0
466,10,10,3,0.2396,68,5,61,8.0,SAFE,None,1.0
467,11,11,3,0.0,68,5,67,9.0,SAFE,None,1.0
468,12,12,3,0.0097,68,5,73,10.0,THREAT,None,1.0
469,13,13,3,0.11599999999999999,68,5,79,11.0,THREAT,None,1.0
470,14,14,3,0.1312,68,5,85,12.0,SAFE,None,1.0
471,15,15,3,0.1027,68,5,91,13.0,THREAT,None,1.0
472,16,16,3,0.0412,68,5,97,14.0,THREAT,None,1.0
473,17,17,3,0.0361,68,5,103,15.0,SAFE,None,1.0
474,18,18,3,0.0875,68,5,109,16.0,THREAT,None,1.0
475,0,0,3,0.174,69,1,1,0.0,SAFE,None,1.0
476,1,1,3,0.2151,69,1,7,1.0,THREAT,None,1.0
477,2,2,3,0.1144,69,1,13,2.0,SAFE,None,1.0
478,3,3,3,0.1551,69,1,19,3.0,THREAT,None,1.0
479,4,4,3,0.0748,69,1,25,4.0,THREAT,None,1.0
480,5,5,3,0.0,69,1,31,5.0,THREAT,None,1.0
481,6,6,3,0.3077,69,1,37,6.0,THREAT,None,1.0
482,7,7,3,0.4659,69,1,43,7.0,SAFE,None,1.0
483,8,8,3,0.2441,69,1,49,8.0,SAFE,None,1.0
484,9,9,3,0.0,69,1,55,9.0,SAFE,None,1.0
485,10,10,3,0.0183,69,1,61,10.0,SAFE,None,1.0
486,11,11,3,0.0763,69,1,67,11.0,SAFE,None,1.0
487,12,12,3,0.0036,69,1,73,12.0,THREAT,None,1.0
488,13,13,3,0.2146,69,1,79,13.0,THREAT,prior,1.0
490,15,15,3,0.0102,69,1,91,13.0,THREAT,post,1.0
491,16,16,3,0.1027,69,1,97,14.0,SAFE,None,1.0
492,17,17,3,0.0839,69,1,103,15.0,THREAT,None,1.0
493,18,18,3,0.2462,69,1,109,16.0,SAFE,None,1.0
494,0,0,3,0.0,69,2,1,0.0,SAFE,None,1.0
495,1,1,3,0.1155,69,2,7,1.0,THREAT,None,1.0
496,2,2,3,0.0554,69,2,13,2.0,THREAT,None,1.0
497,3,3,3,0.1556,69,2,19,3.0,THREAT,None,1.0
498,4,4,3,0.2482,69,2,25,4.0,SAFE,None,1.0
499,5,5,3,0.0051,69,2,31,5.0,THREAT,None,1.0
500,6,6,3,0.0,69,2,37,6.0,SAFE,None,1.0
501,7,7,3,0.0,69,2,43,7.0,THREAT,prior,1.0
503,9,9,3,0.0264,69,2,55,7.0,THREAT,post,1.0
504,10,10,3,0.0,69,2,61,8.0,SAFE,None,1.0
505,11,11,3,0.0519,69,2,67,9.0,SAFE,None,1.0
506,12,12,3,0.0,69,2,73,10.0,SAFE,None,1.0
507,13,13,3,0.0051,69,2,79,11.0,SAFE,None,1.0
508,14,14,3,0.0,69,2,85,12.0,SAFE,None,1.0
509,15,15,3,0.0661,69,2,91,13.0,THREAT,None,1.0
510,16,16,3,0.0173,69,2,97,14.0,THREAT,None,1.0
511,17,17,3,0.0,69,2,103,15.0,THREAT,None,1.0
512,18,18,3,0.0081,69,2,109,16.0,SAFE,None,1.0
513,0,0,3,0.1261,69,3,1,0.0,SAFE,None,1.0
514,1,1,3,0.055999999999999994,69,3,7,1.0,SAFE,None,1.0
515,2,2,3,0.0,69,3,13,2.0,SAFE,None,1.0
516,3,3,3,0.1297,69,3,19,3.0,SAFE,None,1.0
517,4,4,3,0.0046,69,3,25,4.0,SAFE,None,1.0
518,5,5,3,0.0,69,3,31,5.0,THREAT,None,1.0
519,6,6,3,0.028999999999999998,69,3,37,6.0,THREAT,None,1.0
520,7,7,3,0.0,69,3,43,7.0,THREAT,prior,1.0
522,9,9,3,0.0,69,3,55,7.0,THREAT,post,1.0
523,10,10,3,0.0,69,3,61,8.0,THREAT,None,1.0
524,11,11,3,0.0,69,3,67,9.0,THREAT,None,1.0
525,12,12,3,0.0076,69,3,73,10.0,SAFE,None,1.0
526,13,13,3,0.0061,69,3,79,11.0,THREAT,None,1.0
527,14,14,3,0.0046,69,3,85,12.0,SAFE,None,1.0
528,15,15,3,0.2767,69,3,91,13.0,THREAT,None,1.0
529,16,16,3,0.0,69,3,97,14.0,SAFE,None,1.0
530,17,17,3,0.1567,69,3,103,15.0,THREAT,None,1.0
531,18,18,3,0.0743,69,3,109,16.0,SAFE,None,1.0
532,0,0,3,0.0,69,4,1,0.0,THREAT,None,1.0
533,1,1,3,0.0046,69,4,7,1.0,THREAT,None,1.0
534,2,2,3,0.0,69,4,13,2.0,SAFE,None,1.0
535,3,3,3,0.0,69,4,19,3.0,SAFE,None,1.0
536,4,4,3,0.0,69,4,25,4.0,SAFE,None,1.0
537,5,5,3,0.027000000000000003,69,4,31,5.0,THREAT,None,1.0
538,6,6,3,0.0,69,4,37,6.0,THREAT,None,1.0
539,7,7,3,0.0646,69,4,43,7.0,THREAT,prior,1.0
541,9,9,3,0.0,69,4,55,7.0,THREAT,post,1.0
542,10,10,3,0.1653,69,4,61,8.0,SAFE,None,1.0
543,11,11,3,0.03,69,4,67,9.0,SAFE,None,1.0
544,12,12,3,0.1409,69,4,73,10.0,SAFE,None,1.0
545,13,13,3,0.0819,69,4,79,11.0,THREAT,None,1.0
546,14,14,3,0.0071,69,4,85,12.0,THREAT,None,1.0
547,15,15,3,0.1536,69,4,91,13.0,SAFE,None,1.0
548,16,16,3,0.0,69,4,97,14.0,THREAT,None,1.0
549,17,17,3,0.0127,69,4,103,15.0,SAFE,None,1.0
550,18,18,3,0.3057,69,4,109,16.0,THREAT,None,1.0
551,0,0,3,0.0392,69,5,1,0.0,THREAT,None,1.0
552,1,1,3,0.0,69,5,7,1.0,THREAT,None,1.0
553,2,2,3,0.0473,69,5,13,2.0,SAFE,None,1.0
554,3,3,3,0.0214,69,5,19,3.0,SAFE,None,1.0
555,4,4,3,0.3565,69,5,25,4.0,SAFE,prior,1.0
557,6,6,3,0.2314,69,5,37,4.0,SAFE,post,1.0
558,7,7,3,0.0,69,5,43,5.0,THREAT,None,1.0
559,8,8,3,0.2803,69,5,49,6.0,THREAT,None,1.0
560,9,9,3,0.0,69,5,55,7.0,SAFE,None,1.0
561,10,10,3,0.0132,69,5,61,8.0,SAFE,None,1.0
562,11,11,3,0.0,69,5,67,9.0,SAFE,None,1.0
563,12,12,3,0.0,69,5,73,10.0,THREAT,None,1.0
564,13,13,3,0.0056,69,5,79,11.0,THREAT,None,1.0
565,14,14,3,0.0122,69,5,85,12.0,SAFE,None,1.0
566,15,15,3,0.0041,69,5,91,13.0,THREAT,None,1.0
567,16,16,3,0.2609,69,5,97,14.0,THREAT,None,1.0
568,17,17,3,0.0209,69,5,103,15.0,SAFE,None,1.0
569,18,18,3,0.0692,69,5,109,16.0,THREAT,None,1.0
570,0,0,3,0.0,70,1,1,0.0,SAFE,None,1.0
571,1,1,3,0.0,70,1,7,1.0,THREAT,None,1.0
572,2,2,3,0.0,70,1,13,2.0,SAFE,None,1.0
573,3,3,3,0.0,70,1,19,3.0,THREAT,None,1.0
574,4,4,3,0.0,70,1,25,4.0,THREAT,None,1.0
575,5,5,3,0.0,70,1,31,5.0,THREAT,None,1.0
576,6,6,3,0.0,70,1,37,6.0,THREAT,None,1.0
577,7,7,3,0.0,70,1,43,7.0,SAFE,None,1.0
578,8,8,3,0.0,70,1,49,8.0,SAFE,None,1.0
579,9,9,3,0.0,70,1,55,9.0,SAFE,None,1.0
580,10,10,3,0.0,70,1,61,10.0,SAFE,None,1.0
581,11,11,3,0.0,70,1,67,11.0,SAFE,None,1.0
582,12,12,3,0.0,70,1,73,12.0,THREAT,None,1.0
583,13,13,3,0.0,70,1,79,13.0,THREAT,prior,1.0
585,15,15,3,0.0,70,1,91,13.0,THREAT,post,1.0
586,16,16,3,0.0,70,1,97,14.0,SAFE,None,1.0
587,17,17,3,0.0,70,1,103,15.0,THREAT,None,1.0
588,18,18,3,0.0,70,1,109,16.0,SAFE,None,1.0
589,0,0,3,0.0,70,2,1,0.0,SAFE,None,1.0
590,1,1,3,0.0,70,2,7,1.0,THREAT,None,1.0
591,2,2,3,0.0,70,2,13,2.0,THREAT,None,1.0
592,3,3,3,0.0,70,2,19,3.0,THREAT,None,1.0
593,4,4,3,0.0,70,2,25,4.0,SAFE,None,1.0
594,5,5,3,0.0,70,2,31,5.0,THREAT,None,1.0
595,6,6,3,0.0,70,2,37,6.0,SAFE,None,1.0
596,7,7,3,0.0,70,2,43,7.0,THREAT,prior,1.0
598,9,9,3,0.0,70,2,55,7.0,THREAT,post,1.0
599,10,10,3,0.0,70,2,61,8.0,SAFE,None,1.0
600,11,11,3,0.0,70,2,67,9.0,SAFE,None,1.0
601,12,12,3,0.0,70,2,73,10.0,SAFE,None,1.0
602,13,13,3,0.0,70,2,79,11.0,SAFE,None,1.0
603,14,14,3,0.0,70,2,85,12.0,SAFE,None,1.0
604,15,15,3,0.0,70,2,91,13.0,THREAT,None,1.0
605,16,16,3,0.0,70,2,97,14.0,THREAT,None,1.0
606,17,17,3,0.0,70,2,103,15.0,THREAT,None,1.0
607,18,18,3,0.0092,70,2,109,16.0,SAFE,None,1.0
608,0,0,3,0.0,70,3,1,0.0,SAFE,None,1.0
609,1,1,3,0.0,70,3,7,1.0,SAFE,None,1.0
610,2,2,3,0.0,70,3,13,2.0,SAFE,None,1.0
611,3,3,3,0.0,70,3,19,3.0,SAFE,None,1.0
612,4,4,3,0.0,70,3,25,4.0,SAFE,None,1.0
613,5,5,3,0.0,70,3,31,5.0,THREAT,None,1.0
614,6,6,3,0.0,70,3,37,6.0,THREAT,None,1.0
615,7,7,3,0.0,70,3,43,7.0,THREAT,prior,1.0
617,9,9,3,0.0,70,3,55,7.0,THREAT,post,1.0
618,10,10,3,0.0,70,3,61,8.0,THREAT,None,1.0
619,11,11,3,0.0,70,3,67,9.0,THREAT,None,1.0
620,12,12,3,0.0,70,3,73,10.0,SAFE,None,1.0
621,13,13,3,0.0,70,3,79,11.0,THREAT,None,1.0
622,14,14,3,0.0071,70,3,85,12.0,SAFE,None,1.0
623,15,15,3,0.0,70,3,91,13.0,THREAT,None,1.0
624,16,16,3,0.0,70,3,97,14.0,SAFE,None,1.0
625,17,17,3,0.0,70,3,103,15.0,THREAT,None,1.0
626,18,18,3,0.0,70,3,109,16.0,SAFE,None,1.0
627,0,0,3,0.0,70,4,1,0.0,THREAT,None,1.0
628,1,1,3,0.0,70,4,7,1.0,THREAT,None,1.0
629,2,2,3,0.0,70,4,13,2.0,SAFE,None,1.0
630,3,3,3,0.0,70,4,19,3.0,SAFE,None,1.0
631,4,4,3,0.0,70,4,25,4.0,SAFE,None,1.0
632,5,5,3,0.0,70,4,31,5.0,THREAT,None,1.0
633,6,6,3,0.0,70,4,37,6.0,THREAT,None,1.0
634,7,7,3,0.0,70,4,43,7.0,THREAT,prior,1.0
636,9,9,3,0.0,70,4,55,7.0,THREAT,post,1.0
637,10,10,3,0.0,70,4,61,8.0,SAFE,None,1.0
638,11,11,3,0.0,70,4,67,9.0,SAFE,None,1.0
639,12,12,3,0.0,70,4,73,10.0,SAFE,None,1.0
640,13,13,3,0.0,70,4,79,11.0,THREAT,None,1.0
641,14,14,3,0.0,70,4,85,12.0,THREAT,None,1.0
642,15,15,3,0.0,70,4,91,13.0,SAFE,None,1.0
643,16,16,3,0.0,70,4,97,14.0,THREAT,None,1.0
644,17,17,3,0.0,70,4,103,15.0,SAFE,None,1.0
645,18,18,3,0.0,70,4,109,16.0,THREAT,None,1.0
646,0,0,3,0.0,70,5,1,0.0,THREAT,None,1.0
647,1,1,3,0.0,70,5,7,1.0,THREAT,None,1.0
648,2,2,3,0.0,70,5,13,2.0,SAFE,None,1.0
649,3,3,3,0.0,70,5,19,3.0,SAFE,None,1.0
650,4,4,3,0.0,70,5,25,4.0,SAFE,prior,1.0
652,6,6,3,0.0,70,5,37,4.0,SAFE,post,1.0
653,7,7,3,0.0,70,5,43,5.0,THREAT,None,1.0
654,8,8,3,0.0,70,5,49,6.0,THREAT,None,1.0
655,9,9,3,0.0,70,5,55,7.0,SAFE,None,1.0
656,10,10,3,0.0,70,5,61,8.0,SAFE,None,1.0
657,11,11,3,0.0,70,5,67,9.0,SAFE,None,1.0
658,12,12,3,0.0,70,5,73,10.0,THREAT,None,1.0
659,13,13,3,0.0,70,5,79,11.0,THREAT,None,1.0
660,14,14,3,0.0,70,5,85,12.0,SAFE,None,1.0
661,15,15,3,0.0,70,5,91,13.0,THREAT,None,1.0
662,16,16,3,0.0,70,5,97,14.0,THREAT,None,1.0
663,17,17,3,0.0,70,5,103,15.0,SAFE,None,1.0
664,18,18,3,0.0,70,5,109,16.0,THREAT,None,1.0
665,0,0,3,0.0,71,1,1,0.0,SAFE,None,1.0
666,1,1,3,0.0,71,1,7,1.0,THREAT,None,1.0
667,2,2,3,0.0081,71,1,13,2.0,SAFE,None,1.0
668,3,3,3,0.0,71,1,19,3.0,THREAT,None,1.0
669,4,4,3,0.0717,71,1,25,4.0,THREAT,None,1.0
670,5,5,3,0.0671,71,1,31,5.0,THREAT,None,1.0
671,6,6,3,0.0,71,1,37,6.0,THREAT,None,1.0
672,7,7,3,0.0,71,1,43,7.0,SAFE,None,1.0
673,8,8,3,0.0,71,1,49,8.0,SAFE,None,1.0
674,9,9,3,0.0,71,1,55,9.0,SAFE,None,1.0
675,10,10,3,0.0763,71,1,61,10.0,SAFE,None,1.0
676,11,11,3,0.0056,71,1,67,11.0,SAFE,None,1.0
677,12,12,3,0.0315,71,1,73,12.0,THREAT,None,1.0
678,13,13,3,0.1282,71,1,79,13.0,THREAT,prior,1.0
680,15,15,3,0.0061,71,1,91,13.0,THREAT,post,1.0
681,16,16,3,0.0,71,1,97,14.0,SAFE,None,1.0
682,17,17,3,0.0,71,1,103,15.0,THREAT,None,1.0
683,18,18,3,0.0453,71,1,109,16.0,SAFE,None,1.0
684,0,0,3,0.0,71,2,1,0.0,SAFE,None,1.0
685,1,1,3,0.0,71,2,7,1.0,THREAT,None,1.0
686,2,2,3,0.0056,71,2,13,2.0,THREAT,None,1.0
687,3,3,3,0.0178,71,2,19,3.0,THREAT,None,1.0
688,4,4,3,0.0127,71,2,25,4.0,SAFE,None,1.0
689,5,5,3,0.0,71,2,31,5.0,THREAT,None,1.0
690,6,6,3,0.0,71,2,37,6.0,SAFE,None,1.0
691,7,7,3,0.0,71,2,43,7.0,THREAT,prior,1.0
693,9,9,3,0.0,71,2,55,7.0,THREAT,post,1.0
694,10,10,3,0.0432,71,2,61,8.0,SAFE,None,1.0
695,11,11,3,0.0137,71,2,67,9.0,SAFE,None,1.0
696,12,12,3,0.0,71,2,73,10.0,SAFE,None,1.0
697,13,13,3,0.0051,71,2,79,11.0,SAFE,None,1.0
698,14,14,3,0.0,71,2,85,12.0,SAFE,None,1.0
699,15,15,3,0.0,71,2,91,13.0,THREAT,None,1.0
700,16,16,3,0.086,71,2,97,14.0,THREAT,None,1.0
701,17,17,3,0.0254,71,2,103,15.0,THREAT,None,1.0
702,18,18,3,0.0,71,2,109,16.0,SAFE,None,1.0
703,0,0,3,0.0,71,3,1,0.0,SAFE,None,1.0
704,1,1,3,0.0163,71,3,7,1.0,SAFE,None,1.0
705,2,2,3,0.0061,71,3,13,2.0,SAFE,None,1.0
706,3,3,3,0.0,71,3,19,3.0,SAFE,None,1.0
707,4,4,3,0.0,71,3,25,4.0,SAFE,None,1.0
708,5,5,3,0.1409,71,3,31,5.0,THREAT,None,1.0
709,6,6,3,0.0,71,3,37,6.0,THREAT,None,1.0
710,7,7,3,0.0061,71,3,43,7.0,THREAT,prior,1.0
712,9,9,3,0.0163,71,3,55,7.0,THREAT,post,1.0
713,10,10,3,0.0209,71,3,61,8.0,THREAT,None,1.0
714,11,11,3,0.0,71,3,67,9.0,THREAT,None,1.0
715,12,12,3,0.0987,71,3,73,10.0,SAFE,None,1.0
716,13,13,3,0.0,71,3,79,11.0,THREAT,None,1.0
717,14,14,3,0.0727,71,3,85,12.0,SAFE,None,1.0
718,15,15,3,0.0,71,3,91,13.0,THREAT,None,1.0
719,16,16,3,0.0,71,3,97,14.0,SAFE,None,1.0
720,17,17,3,0.0,71,3,103,15.0,THREAT,None,1.0
721,18,18,3,0.0931,71,3,109,16.0,SAFE,None,1.0
722,0,0,3,0.0,71,4,1,0.0,THREAT,None,1.0
723,1,1,3,0.0,71,4,7,1.0,THREAT,None,1.0
724,2,2,3,0.0117,71,4,13,2.0,SAFE,None,1.0
725,3,3,3,0.0,71,4,19,3.0,SAFE,None,1.0
726,4,4,3,0.0071,71,4,25,4.0,SAFE,None,1.0
727,5,5,3,0.2014,71,4,31,5.0,THREAT,None,1.0
728,6,6,3,0.0748,71,4,37,6.0,THREAT,None,1.0
729,7,7,3,0.0148,71,4,43,7.0,THREAT,prior,1.0
731,9,9,3,0.0,71,4,55,7.0,THREAT,post,1.0
732,10,10,3,0.0,71,4,61,8.0,SAFE,None,1.0
733,11,11,3,0.0,71,4,67,9.0,SAFE,None,1.0
734,12,12,3,0.0519,71,4,73,10.0,SAFE,None,1.0
735,13,13,3,0.0,71,4,79,11.0,THREAT,None,1.0
736,14,14,3,0.0051,71,4,85,12.0,THREAT,None,1.0
737,15,15,3,0.0,71,4,91,13.0,SAFE,None,1.0
738,16,16,3,0.0239,71,4,97,14.0,THREAT,None,1.0
739,17,17,3,0.1038,71,4,103,15.0,SAFE,None,1.0
740,18,18,3,0.3159,71,4,109,16.0,THREAT,None,1.0
741,0,0,3,0.0,71,5,1,0.0,THREAT,None,1.0
742,1,1,3,0.0107,71,5,7,1.0,THREAT,None,1.0
743,2,2,3,0.0,71,5,13,2.0,SAFE,None,1.0
744,3,3,3,0.1317,71,5,19,3.0,SAFE,None,1.0
745,4,4,3,0.0,71,5,25,4.0,SAFE,prior,1.0
747,6,6,3,0.0102,71,5,37,4.0,SAFE,post,1.0
748,7,7,3,0.0,71,5,43,5.0,THREAT,None,1.0
749,8,8,3,0.0,71,5,49,6.0,THREAT,None,1.0
750,9,9,3,0.0,71,5,55,7.0,SAFE,None,1.0
751,10,10,3,0.0,71,5,61,8.0,SAFE,None,1.0
752,11,11,3,0.0514,71,5,67,9.0,SAFE,None,1.0
753,12,12,3,0.0534,71,5,73,10.0,THREAT,None,1.0
754,13,13,3,0.0,71,5,79,11.0,THREAT,None,1.0
755,14,14,3,0.0417,71,5,85,12.0,SAFE,None,1.0
756,15,15,3,0.0066,71,5,91,13.0,THREAT,None,1.0
757,16,16,3,0.0,71,5,97,14.0,THREAT,None,1.0
758,17,17,3,0.0,71,5,103,15.0,SAFE,None,1.0
759,18,18,3,0.3164,71,5,109,16.0,THREAT,None,1.0
760,0,0,3,0.1541,72,1,1,0.0,SAFE,None,1.0
761,1,1,3,0.1511,72,1,7,1.0,THREAT,None,1.0
762,2,2,3,0.3077,72,1,13,2.0,SAFE,None,1.0
763,3,3,3,0.0402,72,1,19,3.0,THREAT,None,1.0
764,4,4,3,0.1399,72,1,25,4.0,THREAT,None,1.0
765,5,5,3,0.1511,72,1,31,5.0,THREAT,None,1.0
766,6,6,3,0.0651,72,1,37,6.0,THREAT,None,1.0
767,7,7,3,0.1546,72,1,43,7.0,SAFE,None,1.0
768,8,8,3,0.0605,72,1,49,8.0,SAFE,None,1.0
769,9,9,3,0.0158,72,1,55,9.0,SAFE,None,1.0
770,10,10,3,0.0753,72,1,61,10.0,SAFE,None,1.0
771,11,11,3,0.1078,72,1,67,11.0,SAFE,None,1.0
772,12,12,3,0.0712,72,1,73,12.0,THREAT,None,1.0
773,13,13,3,0.0936,72,1,79,13.0,THREAT,prior,1.0
775,15,15,3,0.0738,72,1,91,13.0,THREAT,post,1.0
776,16,16,3,0.1511,72,1,97,14.0,SAFE,None,1.0
777,17,17,3,0.0615,72,1,103,15.0,THREAT,None,1.0
778,18,18,3,0.2319,72,1,109,16.0,SAFE,None,1.0
779,0,0,3,0.0315,72,2,1,0.0,SAFE,None,1.0
780,1,1,3,0.0366,72,2,7,1.0,THREAT,None,1.0
781,2,2,3,0.1221,72,2,13,2.0,THREAT,None,1.0
782,3,3,3,0.0738,72,2,19,3.0,THREAT,None,1.0
783,4,4,3,0.1078,72,2,25,4.0,SAFE,None,1.0
784,5,5,3,0.1338,72,2,31,5.0,THREAT,None,1.0
785,6,6,3,0.0946,72,2,37,6.0,SAFE,None,1.0
786,7,7,3,0.1195,72,2,43,7.0,THREAT,prior,1.0
788,9,9,3,0.1287,72,2,55,7.0,THREAT,post,1.0
789,10,10,3,0.0224,72,2,61,8.0,SAFE,None,1.0
790,11,11,3,0.0056,72,2,67,9.0,SAFE,None,1.0
791,12,12,3,0.0585,72,2,73,10.0,SAFE,None,1.0
792,13,13,3,0.1134,72,2,79,11.0,SAFE,None,1.0
793,14,14,3,0.1506,72,2,85,12.0,SAFE,None,1.0
794,15,15,3,0.0971,72,2,91,13.0,THREAT,None,1.0
795,16,16,3,0.1404,72,2,97,14.0,THREAT,None,1.0
796,17,17,3,0.0778,72,2,103,15.0,THREAT,None,1.0
797,18,18,3,0.2731,72,2,109,16.0,SAFE,None,1.0
798,0,0,3,0.15,72,3,1,0.0,SAFE,None,1.0
799,1,1,3,0.1663,72,3,7,1.0,SAFE,None,1.0
800,2,2,3,0.0239,72,3,13,2.0,SAFE,None,1.0
801,3,3,3,0.1928,72,3,19,3.0,SAFE,None,1.0
802,4,4,3,0.2085,72,3,25,4.0,SAFE,None,1.0
803,5,5,3,0.0417,72,3,31,5.0,THREAT,None,1.0
804,6,6,3,0.1694,72,3,37,6.0,THREAT,None,1.0
805,7,7,3,0.2467,72,3,43,7.0,THREAT,prior,1.0
807,9,9,3,0.1256,72,3,55,7.0,THREAT,post,1.0
808,10,10,3,0.2797,72,3,61,8.0,THREAT,None,1.0
809,11,11,3,0.059000000000000004,72,3,67,9.0,THREAT,None,1.0
810,12,12,3,0.1561,72,3,73,10.0,SAFE,None,1.0
811,13,13,3,0.0326,72,3,79,11.0,THREAT,None,1.0
812,14,14,3,0.1389,72,3,85,12.0,SAFE,None,1.0
813,15,15,3,0.2055,72,3,91,13.0,THREAT,None,1.0
814,16,16,3,0.0092,72,3,97,14.0,SAFE,None,1.0
815,17,17,3,0.0443,72,3,103,15.0,THREAT,None,1.0
816,18,18,3,0.2365,72,3,109,16.0,SAFE,None,1.0
817,0,0,3,0.1185,72,4,1,0.0,THREAT,None,1.0
818,1,1,3,0.0549,72,4,7,1.0,THREAT,None,1.0
819,2,2,3,0.0092,72,4,13,2.0,SAFE,None,1.0
820,3,3,3,0.0137,72,4,19,3.0,SAFE,None,1.0
821,4,4,3,0.0427,72,4,25,4.0,SAFE,None,1.0
822,5,5,3,0.032,72,4,31,5.0,THREAT,None,1.0
823,6,6,3,0.1668,72,4,37,6.0,THREAT,None,1.0
824,7,7,3,0.0,72,4,43,7.0,THREAT,prior,1.0
826,9,9,3,0.2319,72,4,55,7.0,THREAT,post,1.0
827,10,10,3,0.2523,72,4,61,8.0,SAFE,None,1.0
828,11,11,3,0.0661,72,4,67,9.0,SAFE,None,1.0
829,12,12,3,0.1063,72,4,73,10.0,SAFE,None,1.0
830,13,13,3,0.055999999999999994,72,4,79,11.0,THREAT,None,1.0
831,14,14,3,0.0,72,4,85,12.0,THREAT,None,1.0
832,15,15,3,0.0107,72,4,91,13.0,SAFE,None,1.0
833,16,16,3,0.0,72,4,97,14.0,THREAT,None,1.0
834,17,17,3,0.1368,72,4,103,15.0,SAFE,None,1.0
835,18,18,3,0.0046,72,4,109,16.0,THREAT,None,1.0
836,0,0,3,0.1994,72,5,1,0.0,THREAT,None,1.0
837,1,1,3,0.1979,72,5,7,1.0,THREAT,None,1.0
838,2,2,3,0.0748,72,5,13,2.0,SAFE,None,1.0
839,3,3,3,0.14800000000000002,72,5,19,3.0,SAFE,None,1.0
840,4,4,3,0.0173,72,5,25,4.0,SAFE,prior,1.0
842,6,6,3,0.0,72,5,37,4.0,SAFE,post,1.0
843,7,7,3,0.1607,72,5,43,5.0,THREAT,None,1.0
844,8,8,3,0.0514,72,5,49,6.0,THREAT,None,1.0
845,9,9,3,0.0178,72,5,55,7.0,SAFE,None,1.0
846,10,10,3,0.1221,72,5,61,8.0,SAFE,None,1.0
847,11,11,3,0.0153,72,5,67,9.0,SAFE,None,1.0
848,12,12,3,0.0122,72,5,73,10.0,THREAT,None,1.0
849,13,13,3,0.0056,72,5,79,11.0,THREAT,None,1.0
850,14,14,3,0.0641,72,5,85,12.0,SAFE,None,1.0
851,15,15,3,0.0422,72,5,91,13.0,THREAT,None,1.0
852,16,16,3,0.0,72,5,97,14.0,THREAT,None,1.0
853,17,17,3,0.0,72,5,103,15.0,SAFE,None,1.0
854,18,18,3,0.1765,72,5,109,16.0,THREAT,None,1.0
855,0,0,3,0.0,73,1,1,0.0,SAFE,None,1.0
856,1,1,3,0.0544,73,1,7,1.0,THREAT,None,1.0
857,2,2,3,0.0,73,1,13,2.0,SAFE,None,1.0
858,3,3,3,0.0046,73,1,19,3.0,THREAT,None,1.0
859,4,4,3,0.0,73,1,25,4.0,THREAT,None,1.0
860,5,5,3,0.09,73,1,31,5.0,THREAT,None,1.0
861,6,6,3,0.032,73,1,37,6.0,THREAT,None,1.0
862,7,7,3,0.0086,73,1,43,7.0,SAFE,None,1.0
863,8,8,3,0.0,73,1,49,8.0,SAFE,None,1.0
