,Unnamed: 0,cntxt_num,count,mean,pt,r_num,index,context_num,context_type,context_shock,cntxt_trialnum
864,9,9,3,0.0839,73,1,55,9.0,SAFE,None,1.0
865,10,10,3,0.1109,73,1,61,10.0,SAFE,None,1.0
866,11,11,3,0.0356,73,1,67,11.0,SAFE,None,1.0
867,12,12,3,0.0097,73,1,73,12.0,THREAT,None,1.0
868,13,13,3,0.0071,73,1,79,13.0,THREAT,prior,1.0
870,15,15,3,0.0387,73,1,91,13.0,THREAT,post,1.0
871,16,16,3,0.0168,73,1,97,14.0,SAFE,None,1.0
872,17,17,3,0.0,73,1,103,15.0,THREAT,None,1.0
873,18,18,3,0.0554,73,1,109,16.0,SAFE,None,1.0
874,0,0,3,0.0951,73,2,1,0.0,SAFE,None,1.0
875,1,1,3,0.0158,73,2,7,1.0,THREAT,None,1.0
876,2,2,3,0.0,73,2,13,2.0,THREAT,None,1.0
877,3,3,3,0.0,73,2,19,3.0,THREAT,None,1.0
878,4,4,3,0.0,73,2,25,4.0,SAFE,None,1.0
879,5,5,3,0.0,73,2,31,5.0,THREAT,None,1.0
880,6,6,3,0.0,73,2,37,6.0,SAFE,None,1.0
881,7,7,3,0.0066,73,2,43,7.0,THREAT,prior,1.0
883,9,9,3,0.0163,73,2,55,7.0,THREAT,post,1.0
884,10,10,3,0.0,73,2,61,8.0,SAFE,None,1.0
885,11,11,3,0.0,73,2,67,9.0,SAFE,None,1.0
886,12,12,3,0.0,73,2,73,10.0,SAFE,None,1.0
887,13,13,3,0.0,73,2,79,11.0,SAFE,None,1.0
888,14,14,3,0.0,73,2,85,12.0,SAFE,None,1.0
889,15,15,3,0.0066,73,2,91,13.0,THREAT,None,1.0
890,16,16,3,0.0,73,2,97,14.0,THREAT,None,1.0
891,17,17,3,0.0,73,2,103,15.0,THREAT,None,1.0
892,18,18,3,0.0432,73,2,109,16.0,SAFE,None,1.0
893,0,0,3,0.0,73,3,1,0.0,SAFE,None,1.0
894,1,1,3,0.0,73,3,7,1.0,SAFE,None,1.0
895,2,2,3,0.0168,73,3,13,2.0,SAFE,None,1.0
896,3,3,3,0.0,73,3,19,3.0,SAFE,None,1.0
897,4,4,3,0.0,73,3,25,4.0,SAFE,None,1.0
898,5,5,3,0.0,73,3,31,5.0,THREAT,None,1.0
899,6,6,3,0.0,73,3,37,6.0,THREAT,None,1.0
900,7,7,3,0.0122,73,3,43,7.0,THREAT,prior,1.0
902,9,9,3,0.0,73,3,55,7.0,THREAT,post,1.0
903,10,10,3,0.0,73,3,61,8.0,THREAT,None,1.0
904,11,11,3,0.0,73,3,67,9.0,THREAT,None,1.0
905,12,12,3,0.0,73,3,73,10.0,SAFE,None,1.0
906,13,13,3,0.0,73,3,79,11.0,THREAT,None,1.0
907,14,14,3,0.0854,73,3,85,12.0,SAFE,None,1.0
908,15,15,3,0.0239,73,3,91,13.0,THREAT,None,1.0
909,16,16,3,0.0,73,3,97,14.0,SAFE,None,1.0
910,17,17,3,0.0,73,3,103,15.0,THREAT,None,1.0
911,18,18,3,0.0,73,3,109,16.0,SAFE,None,1.0
912,0,0,3,0.0,73,4,1,0.0,THREAT,None,1.0
913,1,1,3,0.0,73,4,7,1.0,THREAT,None,1.0
914,2,2,3,0.0,73,4,13,2.0,SAFE,None,1.0
915,3,3,3,0.0,73,4,19,3.0,SAFE,None,1.0
916,4,4,3,0.0,73,4,25,4.0,SAFE,None,1.0
917,5,5,3,0.0,73,4,31,5.0,THREAT,None,1.0
918,6,6,3,0.0,73,4,37,6.0,THREAT,None,1.0
919,7,7,3,0.0137,73,4,43,7.0,THREAT,prior,1.0
921,9,9,3,0.0,73,4,55,7.0,THREAT,post,1.0
922,10,10,3,0.0,73,4,61,8.0,SAFE,None,1.0
923,11,11,3,0.0,73,4,67,9.0,SAFE,None,1.0
924,12,12,3,0.0,73,4,73,10.0,SAFE,None,1.0
925,13,13,3,0.0,73,4,79,11.0,THREAT,None,1.0
926,14,14,3,0.0,73,4,85,12.0,THREAT,None,1.0
927,15,15,3,0.0,73,4,91,13.0,SAFE,None,1.0
928,16,16,3,0.0,73,4,97,14.0,THREAT,None,1.0
929,17,17,3,0.0,73,4,103,15.0,SAFE,None,1.0
930,18,18,3,0.0,73,4,109,16.0,THREAT,None,1.0
931,0,0,3,0.0,73,5,1,0.0,THREAT,None,1.0
932,1,1,3,0.0,73,5,7,1.0,THREAT,None,1.0
933,2,2,3,0.0,73,5,13,2.0,SAFE,None,1.0
934,3,3,3,0.0173,73,5,19,3.0,SAFE,None,1.0
935,4,4,3,0.0,73,5,25,4.0,SAFE,prior,1.0
937,6,6,3,0.0,73,5,37,4.0,SAFE,post,1.0
938,7,7,3,0.0,73,5,43,5.0,THREAT,None,1.0
939,8,8,3,0.0,73,5,49,6.0,THREAT,None,1.0
940,9,9,3,0.0,73,5,55,7.0,SAFE,None,1.0
941,10,10,3,0.0,73,5,61,8.0,SAFE,None,1.0
942,11,11,3,0.0,73,5,67,9.0,SAFE,None,1.0
943,12,12,3,0.0,73,5,73,10.0,THREAT,None,1.0
944,13,13,3,0.0,73,5,79,11.0,THREAT,None,1.0
945,14,14,3,0.0,73,5,85,12.0,SAFE,None,1.0
946,15,15,3,0.0,73,5,91,13.0,THREAT,None,1.0
947,16,16,3,0.0,73,5,97,14.0,THREAT,None,1.0
948,17,17,3,0.0,73,5,103,15.0,SAFE,None,1.0
949,18,18,3,0.0,73,5,109,16.0,THREAT,None,1.0
950,0,0,3,0.0,74,1,1,0.0,SAFE,None,1.0
951,1,1,3,0.0,74,1,7,1.0,THREAT,None,1.0
952,2,2,3,0.0173,74,1,13,2.0,SAFE,None,1.0
953,3,3,3,0.1144,74,1,19,3.0,THREAT,None,1.0
954,4,4,3,0.0056,74,1,25,4.0,THREAT,None,1.0
955,5,5,3,0.0,74,1,31,5.0,THREAT,None,1.0
956,6,6,3,0.2172,74,1,37,6.0,THREAT,None,1.0
957,7,7,3,0.0173,74,1,43,7.0,SAFE,None,1.0
958,8,8,3,0.0,74,1,49,8.0,SAFE,None,1.0
959,9,9,3,0.4008,74,1,55,9.0,SAFE,None,1.0
960,10,10,3,0.0,74,1,61,10.0,SAFE,None,1.0
961,11,11,3,0.0,74,1,67,11.0,SAFE,None,1.0
962,12,12,3,0.0,74,1,73,12.0,THREAT,None,1.0
963,13,13,3,0.4684,74,1,79,13.0,THREAT,prior,1.0
965,15,15,3,0.0,74,1,91,13.0,THREAT,post,1.0
966,16,16,3,0.0,74,1,97,14.0,SAFE,None,1.0
967,17,17,3,0.0,74,1,103,15.0,THREAT,None,1.0
968,18,18,3,0.1933,74,1,109,16.0,SAFE,None,1.0
969,0,0,3,0.0224,74,2,1,0.0,SAFE,None,1.0
970,1,1,3,0.1994,74,2,7,1.0,THREAT,None,1.0
971,2,2,3,0.0,74,2,13,2.0,THREAT,None,1.0
972,3,3,3,0.0092,74,2,19,3.0,THREAT,None,1.0
973,4,4,3,0.1012,74,2,25,4.0,SAFE,None,1.0
974,5,5,3,0.0086,74,2,31,5.0,THREAT,None,1.0
975,6,6,3,0.0,74,2,37,6.0,SAFE,None,1.0
976,7,7,3,0.0066,74,2,43,7.0,THREAT,prior,1.0
978,9,9,3,0.0855,74,2,55,7.0,THREAT,post,1.0
979,10,10,3,0.0,74,2,61,8.0,SAFE,None,1.0
980,11,11,3,0.0,74,2,67,9.0,SAFE,None,1.0
981,12,12,3,0.0,74,2,73,10.0,SAFE,None,1.0
982,13,13,3,0.4334,74,2,79,11.0,SAFE,None,1.0
983,14,14,3,0.0732,74,2,85,12.0,SAFE,None,1.0
984,15,15,3,0.0,74,2,91,13.0,THREAT,None,1.0
985,16,16,3,0.145,74,2,97,14.0,THREAT,None,1.0
986,17,17,3,0.0137,74,2,103,15.0,THREAT,None,1.0
987,18,18,3,0.0682,74,2,109,16.0,SAFE,None,1.0
988,0,0,3,0.0056,74,3,1,0.0,SAFE,None,1.0
989,1,1,3,0.0,74,3,7,1.0,SAFE,None,1.0
990,2,2,3,0.2843,74,3,13,2.0,SAFE,None,1.0
991,3,3,3,0.0209,74,3,19,3.0,SAFE,None,1.0
992,4,4,3,0.0,74,3,25,4.0,SAFE,None,1.0
993,5,5,3,0.0,74,3,31,5.0,THREAT,None,1.0
994,6,6,3,0.5203,74,3,37,6.0,THREAT,None,1.0
995,7,7,3,0.0051,74,3,43,7.0,THREAT,prior,1.0
997,9,9,3,0.2152,74,3,55,7.0,THREAT,post,1.0
998,10,10,3,0.0,74,3,61,8.0,THREAT,None,1.0
999,11,11,3,0.1439,74,3,67,9.0,THREAT,None,1.0
1000,12,12,3,0.2624,74,3,73,10.0,SAFE,None,1.0
1001,13,13,3,0.0102,74,3,79,11.0,THREAT,None,1.0
1002,14,14,3,0.0936,74,3,85,12.0,SAFE,None,1.0
1003,15,15,3,0.0,74,3,91,13.0,THREAT,None,1.0
1004,16,16,3,0.0,74,3,97,14.0,SAFE,None,1.0
1005,17,17,3,0.3164,74,3,103,15.0,THREAT,None,1.0
1006,18,18,3,0.41200000000000003,74,3,109,16.0,SAFE,None,1.0
1007,0,0,3,0.0,74,4,1,0.0,THREAT,None,1.0
1008,1,1,3,0.0163,74,4,7,1.0,THREAT,None,1.0
1009,2,2,3,0.0,74,4,13,2.0,SAFE,None,1.0
1010,3,3,3,0.1923,74,4,19,3.0,SAFE,None,1.0
1011,4,4,3,0.0066,74,4,25,4.0,SAFE,None,1.0
1012,5,5,3,0.0407,74,4,31,5.0,THREAT,None,1.0
1013,6,6,3,0.0076,74,4,37,6.0,THREAT,None,1.0
1014,7,7,3,0.1353,74,4,43,7.0,THREAT,prior,1.0
1016,9,9,3,0.0076,74,4,55,7.0,THREAT,post,1.0
1017,10,10,3,0.0,74,4,61,8.0,SAFE,None,1.0
1018,11,11,3,0.0,74,4,67,9.0,SAFE,None,1.0
1019,12,12,3,0.0,74,4,73,10.0,SAFE,None,1.0
1020,13,13,3,0.0,74,4,79,11.0,THREAT,None,1.0
1021,14,14,3,0.0,74,4,85,12.0,THREAT,None,1.0
1022,15,15,3,0.0,74,4,91,13.0,SAFE,None,1.0
1023,16,16,3,0.0,74,4,97,14.0,THREAT,None,1.0
1024,17,17,3,0.0,74,4,103,15.0,SAFE,None,1.0
1025,18,18,3,0.381,74,4,109,16.0,THREAT,None,1.0
1026,0,0,3,0.1536,74,5,1,0.0,THREAT,None,1.0
1027,1,1,3,0.2716,74,5,7,1.0,THREAT,None,1.0
1028,2,2,3,0.0,74,5,13,2.0,SAFE,None,1.0
1029,3,3,3,0.0076,74,5,19,3.0,SAFE,None,1.0
1030,4,4,3,0.0051,74,5,25,4.0,SAFE,prior,1.0
1032,6,6,3,0.0,74,5,37,4.0,SAFE,post,1.0
1033,7,7,3,0.0,74,5,43,5.0,THREAT,None,1.0
1034,8,8,3,0.091,74,5,49,6.0,THREAT,None,1.0
1035,9,9,3,0.0,74,5,55,7.0,SAFE,None,1.0
1036,10,10,3,0.0,74,5,61,8.0,SAFE,None,1.0
1037,11,11,3,0.145,74,5,67,9.0,SAFE,None,1.0
1038,12,12,3,0.0671,74,5,73,10.0,THREAT,None,1.0
1039,13,13,3,0.0,74,5,79,11.0,THREAT,None,1.0
1040,14,14,3,0.0483,74,5,85,12.0,SAFE,None,1.0
1041,15,15,3,0.0,74,5,91,13.0,THREAT,None,1.0
1042,16,16,3,0.0,74,5,97,14.0,THREAT,None,1.0
1043,17,17,3,0.0,74,5,103,15.0,SAFE,None,1.0
1044,18,18,3,0.1221,74,5,109,16.0,THREAT,None,1.0
1045,0,0,3,0.0066,53,1,1,0.0,SAFE,None,1.0
1046,1,1,3,0.0,53,1,7,1.0,SAFE,None,1.0
1047,2,2,3,0.0,53,1,13,2.0,SAFE,None,1.0
1048,3,3,3,0.0,53,1,19,3.0,SAFE,None,1.0
1049,4,4,3,0.0,53,1,25,4.0,THREAT,None,1.0
1050,5,5,3,0.0,53,1,31,5.0,THREAT,None,1.0
1051,6,6,3,0.0,53,1,37,6.0,THREAT,None,1.0
1052,7,7,3,0.0,53,1,43,7.0,THREAT,None,1.0
1053,8,8,3,0.0,53,1,49,8.0,SAFE,None,1.0
1054,9,9,3,0.0,53,1,55,9.0,THREAT,None,1.0
1055,10,10,3,0.0,53,1,61,10.0,SAFE,None,1.0
1056,11,11,3,0.0,53,1,67,11.0,SAFE,None,1.0
1057,12,12,3,0.0,53,1,73,12.0,THREAT,prior,1.0
1059,14,14,3,0.0,53,1,85,12.0,THREAT,post,1.0
1060,15,15,3,0.0,53,1,91,13.0,SAFE,None,1.0
1061,16,16,3,0.0,53,1,97,14.0,THREAT,None,1.0
1062,17,17,3,0.0056,53,1,103,15.0,THREAT,None,1.0
1063,18,18,3,0.0041,53,1,109,16.0,SAFE,None,1.0
1064,0,0,3,0.0,53,2,1,0.0,THREAT,None,1.0
1065,1,1,3,0.0,53,2,7,1.0,SAFE,None,1.0
1066,2,2,3,0.0,53,2,13,2.0,SAFE,None,1.0
1067,3,3,3,0.0056,53,2,19,3.0,SAFE,None,1.0
1068,4,4,3,0.0,53,2,25,4.0,THREAT,None,1.0
1069,5,5,3,0.0,53,2,31,5.0,THREAT,None,1.0
1070,6,6,3,0.0,53,2,37,6.0,SAFE,None,1.0
1071,7,7,3,0.0,53,2,43,7.0,SAFE,prior,1.0
1073,9,9,3,0.0,53,2,55,7.0,SAFE,post,1.0
1074,10,10,3,0.0,53,2,61,8.0,THREAT,None,1.0
1075,11,11,3,0.0,53,2,67,9.0,THREAT,None,1.0
1076,12,12,3,0.0,53,2,73,10.0,THREAT,None,1.0
1077,13,13,3,0.0,53,2,79,11.0,SAFE,None,1.0
1078,14,14,3,0.0,53,2,85,12.0,SAFE,None,1.0
1079,15,15,3,0.0,53,2,91,13.0,THREAT,None,1.0
1080,16,16,3,0.0,53,2,97,14.0,SAFE,None,1.0
1081,17,17,3,0.0,53,2,103,15.0,THREAT,None,1.0
1082,18,18,3,0.0127,53,2,109,16.0,THREAT,None,1.0
1083,0,0,3,0.0041,53,3,1,0.0,SAFE,None,1.0
1084,1,1,3,0.0,53,3,7,1.0,SAFE,None,1.0
1085,2,2,3,0.0,53,3,13,2.0,THREAT,None,1.0
1086,3,3,3,0.0,53,3,19,3.0,THREAT,None,1.0
1087,4,4,3,0.0056,53,3,25,4.0,THREAT,None,1.0
1088,5,5,3,0.0,53,3,31,5.0,THREAT,None,1.0
1089,6,6,3,0.0,53,3,37,6.0,THREAT,None,1.0
1090,7,7,3,0.0173,53,3,43,7.0,SAFE,None,1.0
1091,8,8,3,0.0,53,3,49,8.0,SAFE,None,1.0
1092,9,9,3,0.0,53,3,55,9.0,THREAT,None,1.0
1093,10,10,3,0.0,53,3,61,10.0,SAFE,None,1.0
1094,11,11,3,0.0,53,3,67,11.0,THREAT,None,1.0
1095,12,12,3,0.0,53,3,73,12.0,SAFE,None,1.0
1096,13,13,3,0.0061,53,3,79,13.0,SAFE,prior,1.0
1098,15,15,3,0.0056,53,3,91,13.0,SAFE,post,1.0
1099,16,16,3,0.0,53,3,97,14.0,THREAT,None,1.0
1100,17,17,3,0.0046,53,3,103,15.0,SAFE,None,1.0
1101,18,18,3,0.0081,53,3,109,16.0,SAFE,None,1.0
1102,0,0,3,0.0,53,4,1,0.0,THREAT,None,1.0
1103,1,1,3,0.0,53,4,7,1.0,SAFE,None,1.0
1104,2,2,3,0.0,53,4,13,2.0,THREAT,None,1.0
1105,3,3,3,0.0,53,4,19,3.0,THREAT,None,1.0
1106,4,4,3,0.0,53,4,25,4.0,THREAT,None,1.0
1107,5,5,3,0.0,53,4,31,5.0,SAFE,None,1.0
1108,6,6,3,0.0,53,4,37,6.0,SAFE,None,1.0
1109,7,7,3,0.0,53,4,43,7.0,THREAT,None,1.0
1110,8,8,3,0.0,53,4,49,8.0,THREAT,None,1.0
1111,9,9,3,0.0,53,4,55,9.0,SAFE,None,1.0
1112,10,10,3,0.0,53,4,61,10.0,SAFE,None,1.0
1113,11,11,3,0.0,53,4,67,11.0,THREAT,None,1.0
1114,12,12,3,0.0,53,4,73,12.0,THREAT,None,1.0
1115,13,13,3,0.0,53,4,79,13.0,SAFE,prior,1.0
1117,15,15,3,0.0,53,4,91,13.0,SAFE,post,1.0
1118,16,16,3,0.0,53,4,97,14.0,SAFE,None,1.0
1119,17,17,3,0.0,53,4,103,15.0,SAFE,None,1.0
1120,18,18,3,0.0,53,4,109,16.0,THREAT,None,1.0
1121,0,0,3,0.0,53,5,1,0.0,SAFE,None,1.0
1122,1,1,3,0.0071,53,5,7,1.0,SAFE,prior,1.0
1124,3,3,3,0.0,53,5,19,1.0,SAFE,post,1.0
1125,4,4,3,0.0,53,5,25,2.0,SAFE,None,1.0
1126,5,5,3,0.0,53,5,31,3.0,SAFE,None,1.0
1127,6,6,3,0.0,53,5,37,4.0,SAFE,None,1.0
1128,7,7,3,0.0,53,5,43,5.0,THREAT,None,1.0
1129,8,8,3,0.0,53,5,49,6.0,SAFE,None,1.0
1130,9,9,3,0.0,53,5,55,7.0,THREAT,None,1.0
1131,10,10,3,0.0,53,5,61,8.0,THREAT,None,1.0
1132,11,11,3,0.0,53,5,67,9.0,THREAT,None,1.0
1133,12,12,3,0.0056,53,5,73,10.0,THREAT,None,1.0
1134,13,13,3,0.0,53,5,79,11.0,THREAT,None,1.0
1135,14,14,3,0.0,53,5,85,12.0,SAFE,None,1.0
1136,15,15,3,0.0,53,5,91,13.0,THREAT,None,1.0
1137,16,16,3,0.0,53,5,97,14.0,SAFE,None,1.0
1138,17,17,3,0.0,53,5,103,15.0,THREAT,None,1.0
1139,18,18,3,0.0,53,5,109,16.0,SAFE,None,1.0
1140,0,0,3,0.1317,37,1,1,0.0,SAFE,None,1.0
1141,1,1,3,0.0387,37,1,7,1.0,THREAT,None,1.0
1142,2,2,3,0.2101,37,1,13,2.0,SAFE,None,1.0
1143,3,3,3,0.0,37,1,19,3.0,THREAT,None,1.0
1144,4,4,3,0.0219,37,1,25,4.0,THREAT,None,1.0
1145,5,5,3,0.1129,37,1,31,5.0,THREAT,None,1.0
1146,6,6,3,0.0676,37,1,37,6.0,THREAT,None,1.0
1147,7,7,3,0.0661,37,1,43,7.0,SAFE,None,1.0
1148,8,8,3,0.0209,37,1,49,8.0,SAFE,None,1.0
1149,9,9,3,0.0875,37,1,55,9.0,SAFE,None,1.0
1150,10,10,3,0.0,37,1,61,10.0,SAFE,None,1.0
1151,11,11,3,0.0514,37,1,67,11.0,SAFE,None,1.0
1152,12,12,3,0.0244,37,1,73,12.0,THREAT,None,1.0
1153,13,13,3,0.0763,37,1,79,13.0,THREAT,prior,1.0
1155,15,15,3,0.0544,37,1,91,13.0,THREAT,post,1.0
1156,16,16,3,0.0086,37,1,97,14.0,SAFE,None,1.0
1157,17,17,3,0.0076,37,1,103,15.0,THREAT,None,1.0
1158,18,18,3,0.3545,37,1,109,16.0,SAFE,None,1.0
1159,0,0,3,0.0605,37,2,1,0.0,SAFE,None,1.0
1160,1,1,3,0.0219,37,2,7,1.0,THREAT,None,1.0
1161,2,2,3,0.0066,37,2,13,2.0,THREAT,None,1.0
1162,3,3,3,0.0,37,2,19,3.0,THREAT,None,1.0
1163,4,4,3,0.0127,37,2,25,4.0,SAFE,None,1.0
1164,5,5,3,0.0544,37,2,31,5.0,THREAT,None,1.0
1165,6,6,3,0.0086,37,2,37,6.0,SAFE,None,1.0
1166,7,7,3,0.11900000000000001,37,2,43,7.0,THREAT,prior,1.0
1168,9,9,3,0.0,37,2,55,7.0,THREAT,post,1.0
1169,10,10,3,0.0163,37,2,61,8.0,SAFE,None,1.0
1170,11,11,3,0.0326,37,2,67,9.0,SAFE,None,1.0
1171,12,12,3,0.0081,37,2,73,10.0,SAFE,None,1.0
1172,13,13,3,0.0,37,2,79,11.0,SAFE,None,1.0
1173,14,14,3,0.0,37,2,85,12.0,SAFE,None,1.0
1174,15,15,3,0.0,37,2,91,13.0,THREAT,None,1.0
1175,16,16,3,0.0,37,2,97,14.0,THREAT,None,1.0
1176,17,17,3,0.0,37,2,103,15.0,THREAT,None,1.0
1177,18,18,3,0.3031,37,2,109,16.0,SAFE,None,1.0
1178,0,0,3,0.0061,37,3,1,0.0,SAFE,None,1.0
1179,1,1,3,0.0183,37,3,7,1.0,SAFE,None,1.0
1180,2,2,3,0.0076,37,3,13,2.0,SAFE,None,1.0
1181,3,3,3,0.0,37,3,19,3.0,SAFE,None,1.0
1182,4,4,3,0.1989,37,3,25,4.0,SAFE,None,1.0
1183,5,5,3,0.0,37,3,31,5.0,THREAT,None,1.0
1184,6,6,3,0.0,37,3,37,6.0,THREAT,None,1.0
1185,7,7,3,0.0081,37,3,43,7.0,THREAT,prior,1.0
1187,9,9,3,0.0,37,3,55,7.0,THREAT,post,1.0
1188,10,10,3,0.0,37,3,61,8.0,THREAT,None,1.0
1189,11,11,3,0.0,37,3,67,9.0,THREAT,None,1.0
1190,12,12,3,0.0102,37,3,73,10.0,SAFE,None,1.0
1191,13,13,3,0.0,37,3,79,11.0,THREAT,None,1.0
1192,14,14,3,0.0188,37,3,85,12.0,SAFE,None,1.0
1193,15,15,3,0.0,37,3,91,13.0,THREAT,None,1.0
1194,16,16,3,0.0,37,3,97,14.0,SAFE,None,1.0
1195,17,17,3,0.0,37,3,103,15.0,THREAT,None,1.0
1196,18,18,3,0.3123,37,3,109,16.0,SAFE,None,1.0
1197,0,0,3,0.0,37,4,1,0.0,THREAT,None,1.0
1198,1,1,3,0.0,37,4,7,1.0,THREAT,None,1.0
1199,2,2,3,0.0097,37,4,13,2.0,SAFE,None,1.0
1200,3,3,3,0.0,37,4,19,3.0,SAFE,None,1.0
1201,4,4,3,0.0193,37,4,25,4.0,SAFE,None,1.0
1202,5,5,3,0.0,37,4,31,5.0,THREAT,None,1.0
1203,6,6,3,0.0,37,4,37,6.0,THREAT,None,1.0
1204,7,7,3,0.0,37,4,43,7.0,THREAT,prior,1.0
1206,9,9,3,0.0544,37,4,55,7.0,THREAT,post,1.0
1207,10,10,3,0.0,37,4,61,8.0,SAFE,None,1.0
1208,11,11,3,0.0,37,4,67,9.0,SAFE,None,1.0
1209,12,12,3,0.0427,37,4,73,10.0,SAFE,None,1.0
1210,13,13,3,0.0,37,4,79,11.0,THREAT,None,1.0
1211,14,14,3,0.0188,37,4,85,12.0,THREAT,None,1.0
1212,15,15,3,0.0,37,4,91,13.0,SAFE,None,1.0
1213,16,16,3,0.0214,37,4,97,14.0,THREAT,None,1.0
1214,17,17,3,0.0,37,4,103,15.0,SAFE,None,1.0
1215,18,18,3,0.0916,37,4,109,16.0,THREAT,None,1.0
1216,0,0,3,0.1694,37,5,1,0.0,THREAT,None,1.0
1217,1,1,3,0.0061,37,5,7,1.0,THREAT,None,1.0
1218,2,2,3,0.0066,37,5,13,2.0,SAFE,None,1.0
1219,3,3,3,0.0036,37,5,19,3.0,SAFE,None,1.0
1220,4,4,3,0.0071,37,5,25,4.0,SAFE,prior,1.0
1222,6,6,3,0.0,37,5,37,4.0,SAFE,post,1.0
1223,7,7,3,0.0092,37,5,43,5.0,THREAT,None,1.0
1224,8,8,3,0.0117,37,5,49,6.0,THREAT,None,1.0
1225,9,9,3,0.0,37,5,55,7.0,SAFE,None,1.0
1226,10,10,3,0.0071,37,5,61,8.0,SAFE,None,1.0
1227,11,11,3,0.0,37,5,67,9.0,SAFE,None,1.0
1228,12,12,3,0.0,37,5,73,10.0,THREAT,None,1.0
1229,13,13,3,0.0041,37,5,79,11.0,THREAT,None,1.0
1230,14,14,3,0.0,37,5,85,12.0,SAFE,None,1.0
1231,15,15,3,0.1714,37,5,91,13.0,THREAT,None,1.0
1232,16,16,3,0.0,37,5,97,14.0,THREAT,None,1.0
1233,17,17,3,0.0,37,5,103,15.0,SAFE,None,1.0
1234,18,18,3,0.1287,37,5,109,16.0,THREAT,None,1.0
1235,0,0,3,0.0214,50,1,1,0.0,THREAT,None,1.0
1236,1,1,3,0.0071,50,1,7,1.0,SAFE,None,1.0
1237,2,2,3,0.0,50,1,13,2.0,THREAT,prior,1.0
1239,4,4,3,0.0,50,1,25,2.0,THREAT,post,1.0
1240,5,5,3,0.0,50,1,31,3.0,THREAT,None,1.0
1241,6,6,3,0.0,50,1,37,4.0,SAFE,None,1.0
1242,7,7,3,0.0,50,1,43,5.0,SAFE,None,1.0
1243,8,8,3,0.0,50,1,49,6.0,SAFE,None,1.0
1244,9,9,3,0.0,50,1,55,7.0,SAFE,None,1.0
1245,10,10,3,0.0,50,1,61,8.0,THREAT,None,1.0
1246,11,11,3,0.0046,50,1,67,9.0,THREAT,None,1.0
1247,12,12,3,0.0,50,1,73,10.0,THREAT,None,1.0
1248,13,13,3,0.0,50,1,79,11.0,THREAT,None,1.0
1249,14,14,3,0.0,50,1,85,12.0,SAFE,None,1.0
1250,15,15,3,0.0,50,1,91,13.0,SAFE,None,1.0
1251,16,16,3,0.0,50,1,97,14.0,THREAT,None,1.0
1252,17,17,3,0.0,50,1,103,15.0,SAFE,None,1.0
1253,18,18,3,0.0,50,1,109,16.0,THREAT,None,1.0
1254,0,0,3,0.0,50,2,1,0.0,THREAT,None,1.0
1255,1,1,3,0.0,50,2,7,1.0,THREAT,None,1.0
1256,2,2,3,0.0,50,2,13,2.0,SAFE,None,1.0
1257,3,3,3,0.0,50,2,19,3.0,THREAT,None,1.0
1258,4,4,3,0.0,50,2,25,4.0,THREAT,None,1.0
1259,5,5,3,0.0,50,2,31,5.0,THREAT,None,1.0
1260,6,6,3,0.0,50,2,37,6.0,THREAT,None,1.0
1261,7,7,3,0.0,50,2,43,7.0,SAFE,None,1.0
1262,8,8,3,0.0,50,2,49,8.0,THREAT,None,1.0
1263,9,9,3,0.0,50,2,55,9.0,SAFE,None,1.0
1264,10,10,3,0.0,50,2,61,10.0,SAFE,prior,1.0
1266,12,12,3,0.0,50,2,73,10.0,SAFE,post,1.0
1267,13,13,3,0.0209,50,2,79,11.0,THREAT,None,1.0
1268,14,14,3,0.0092,50,2,85,12.0,SAFE,None,1.0
1269,15,15,3,0.0,50,2,91,13.0,SAFE,None,1.0
1270,16,16,3,0.0,50,2,97,14.0,SAFE,None,1.0
1271,17,17,3,0.0,50,2,103,15.0,SAFE,None,1.0
1272,18,18,3,0.0076,50,2,109,16.0,THREAT,None,1.0
1273,0,0,3,0.0,50,3,1,0.0,THREAT,None,1.0
1274,1,1,3,0.0,50,3,7,1.0,SAFE,None,1.0
1275,2,2,3,0.0,50,3,13,2.0,SAFE,None,1.0
1276,3,3,3,0.0,50,3,19,3.0,SAFE,None,1.0
1277,4,4,3,0.0,50,3,25,4.0,THREAT,None,1.0
1278,5,5,3,0.0,50,3,31,5.0,SAFE,None,1.0
1279,6,6,3,0.0,50,3,37,6.0,SAFE,None,1.0
1280,7,7,3,0.0183,50,3,43,7.0,SAFE,None,1.0
1281,8,8,3,0.0,50,3,49,8.0,THREAT,None,1.0
1282,9,9,3,0.0,50,3,55,9.0,SAFE,None,1.0
1283,10,10,3,0.0,50,3,61,10.0,THREAT,prior,1.0
1285,12,12,3,0.0,50,3,73,10.0,THREAT,post,1.0
1286,13,13,3,0.0,50,3,79,11.0,THREAT,None,1.0
1287,14,14,3,0.0,50,3,85,12.0,SAFE,None,1.0
1288,15,15,3,0.0,50,3,91,13.0,THREAT,None,1.0
1289,16,16,3,0.0,50,3,97,14.0,THREAT,None,1.0
1290,17,17,3,0.0,50,3,103,15.0,THREAT,None,1.0
1291,18,18,3,0.0,50,3,109,16.0,THREAT,None,1.0
1292,0,0,3,0.0,50,4,1,0.0,THREAT,None,1.0
1293,1,1,3,0.0,50,4,7,1.0,SAFE,None,1.0
1294,2,2,3,0.0,50,4,13,2.0,SAFE,None,1.0
